X,Y,label
-1.1290641929083052,-0.04904687195918174,0
0.26465754209939135,0.9603145195967268,0
0.6047292796295048,0.5855619099620619,0
-0.6039164546026156,0.7899428949852663,0
-0.5914657622991053,0.7123457693051596,0
0.9084710172832515,-0.4483463355277404,1
-0.5317116477425624,0.8994421245849891,0
0.10906051652684227,-0.042314502045047275,1
1.2816473767911016,-0.4551237923230312,1
-0.043091214444925766,0.9699312475447364,0
0.1144304173479814,0.030804801115852643,1
1.8875158263254714,0.4247988709188353,1
0.5074145415742393,-0.4664390065817207,1
-0.8941384943532689,0.26308702623856084,0
0.8393351566352262,-0.5389059739969625,1
-0.7855602047185413,0.8372392216042781,0
0.9352674367309332,-0.5112186838852376,1
0.027810703207966067,0.3773866014250837,1
0.7253227715797861,0.6140778471983844,0
1.529816756155643,-0.2722013482931557,1
0.463739233804637,0.8518898116756454,0
-0.8037192750592617,0.6211296433972986,0
1.7419888713174685,-0.2845440985533529,1
-1.0391505958602338,-0.07076440015420829,0
-0.8005753800317026,0.5215268176023493,0
0.29263988081544673,-0.13565967676061907,1
-0.5072680349394252,0.8797833440738421,0
-0.16281522947817015,0.23684000056228466,1
0.5987693134603822,0.6138077966460229,0
0.8576918449340135,-0.46578534736356064,1
0.06135539087842483,0.1663400373828016,1
-0.1431367717422832,0.7841186876133652,0
0.3884231508321139,-0.23496394518974004,1
0.3910585579954551,-0.2945271786464301,1
-0.7199717970350453,0.9045774302205016,0
0.05852042936057522,0.9529151596846938,0
-1.0177257511561653,0.1693505955516006,0
-1.1269656101278986,0.07693157926783585,0
0.3361098864433444,0.7250161340436049,0
1.7736148692312863,-0.16679113143056118,1
0.41146515115694093,0.901510874642379,0
0.5211165041768985,0.9205971109070599,0
1.003747969343594,-0.5208470996179826,1
1.0209380575223548,-0.15252005897299267,0
0.4117361619411959,-0.37626741027556504,1
0.08652180355313442,0.0750408217432666,1
0.42945319833194434,-0.43813977474383836,1
-0.22736284732299608,0.995889093161446,0
0.9921324940830323,-0.5256098994729979,1
1.6201956332548642,-0.5933523011510533,1
-0.07575560487326978,0.590564309750933,1
0.942169699178137,-0.5992065442361312,1
0.6410223652021118,-0.2562736434072985,1
0.14790391332170993,0.11107189095183076,1
0.8025102650424838,0.5716589311730189,0
1.615463705624668,-0.05057099222299957,1
-0.3906406241984295,0.8909365181437148,0
0.41519996718172136,-0.2886028855690943,1
-0.7006851330311047,0.5942904558521563,0
1.6264562252051957,-0.2657892832561521,1
-0.9525296974394052,0.0014835651354369178,0
-0.006789059789574552,1.044999336161056,0
1.8585919384934555,-0.2536398979551831,1
-0.6126890990689051,0.6512253963761213,0
0.8607273735196188,0.4038353247604774,0
1.3501918318445973,-0.4843368128512591,1
-1.0510910383182548,-0.04531597809984632,0
1.5204102879008838,-0.16376591594764633,1
0.23110863409370974,-0.011415036483290036,1
-0.12302892821742617,0.3122764363800915,1
0.0670262125570299,-0.06993802652851783,1
0.055081325038249626,0.21515390034368007,1
-0.7020807171840212,0.5694886430482111,0
0.1465182529739878,-0.07979453028215495,1
0.07981402656501625,-0.029505343241229796,1
0.8329814249454149,-0.6325196799229058,1
0.9284840722984763,-0.322323265009136,1
0.7963500308183444,-0.6754800033636987,1
1.8024063148899847,0.12571383720836685,1
-0.9722613847249687,0.5198162277843058,0
0.8336252587424436,0.3764278279361768,0
-0.9774831188473061,0.26773043977345856,0
-1.0491082989161953,0.5057685301795289,0
-0.9011870830112652,0.08511508513595292,0
0.11884617756514845,0.14553433117056666,1
-0.020186469605079582,0.3378402147247134,1
0.4339596432884716,-0.30967695908745807,1
1.4724148252951819,-0.19330583839539733,1
-0.011870404905646795,0.24430181248230756,1
1.1009468966250688,0.3006029248700978,0
0.8325132934301501,0.5507853015709584,0
-0.5174921127452377,0.8272319758632001,0
0.09760278821971341,1.1501411222537048,0
-0.4688667921586882,0.8306013574238641,0
1.7264921642365054,-0.175795837270213,1
-0.25289617221041655,0.6973076518738169,0
1.2549353229944686,-0.4914170578814227,1
1.735618161642475,-0.24801541748181496,1
2.0467071461980253,0.31783450331552177,1
-1.0635547272329196,0.25171158544629435,0
0.6579324897104047,0.6548710620406462,0
0.24815940430110234,-0.18018606276008403,1
1.1232024865365609,-0.38822929060877903,1
1.419185169946603,-0.43731681420406665,1
1.0185531309678642,-0.5629937065795066,1
-0.6661353627106068,0.8485922047486562,0
0.42618616024269385,-0.36374509089073404,1
0.802112430278616,-0.43840640601867614,1
0.6868892806446254,0.6005358877449157,0
0.5334903435260412,-0.44110111303677646,1
0.8222178488143236,0.6066489321065596,0
0.1503320655658539,-0.21608936313238186,1
0.05712866115348262,0.31443935865325423,1
0.7455632804890244,-0.4701990269893489,1
1.9660600573273885,0.12072047684649852,1
1.023426374183948,-0.5596916695048785,1
-0.7892411138742728,0.7479934763893904,0
1.9449372183964135,0.6093649460175806,1
-0.7833327256172161,0.1528644948165084,0
1.0060281011787577,0.2372738295557401,0
-0.8354228001044119,0.40313607060734047,0
-0.6660152300854605,0.9419208996372166,0
1.9634286087881536,0.14206921243145898,1
1.543735530433952,-0.28398574631147383,1
-0.35285314374147975,0.9719016964974181,0
1.986228461197262,0.15929874630202046,1
1.8346552985981461,0.039567935451462755,1
1.8896569151991596,0.12071201723590633,1
0.26275342741906227,-0.328511926314711,1
1.9043371360023646,0.15621432449251332,1
0.7623413723510236,-0.3905394836999444,1
-1.0276130500592802,0.10382004935613402,0
1.7807561334859625,0.15845996422850372,1
0.5965980325616371,-0.3070602293791171,1
0.10438910860753828,-0.012121845204325132,1
